Date and time:,2022-05-10 10:22:14
Notes:
,,,,,,,,,,,,,,,,,,
Cyclic Voltammetry: CV i vs E Scan 1,,Cyclic Voltammetry: CV i vs E Scan 2,,Cyclic Voltammetry: CV i vs E Scan 3,,Cyclic Voltammetry: CV i vs E Scan 4,,Cyclic Voltammetry: CV i vs E Scan 5,,Cyclic Voltammetry: CV i vs E Scan 6,,Cyclic Voltammetry: CV i vs E Scan 7,,Cyclic Voltammetry: CV i vs E Scan 8,,Cyclic Voltammetry: CV i vs E Scan 9,,Cyclic Voltammetry: CV i vs E Scan 10
Date and time measurement:,2022-04-11 13:27:39,Date and time measurement:,2022-04-11 13:27:39,Date and time measurement:,2022-04-11 13:27:39,Date and time measurement:,2022-04-11 13:27:39,Date and time measurement:,2022-04-11 13:27:39,Date and time measurement:,2022-04-11 13:27:39,Date and time measurement:,2022-04-11 13:27:39,Date and time measurement:,2022-04-11 13:27:39,Date and time measurement:,2022-04-11 13:27:39,Date and time measurement:,2022-04-11 13:27:39,
V,µA,V,µA,V,µA,V,µA,V,µA,V,µA,V,µA,V,µA,V,µA,V,µA
0.305509,-535.8,0.305509,-566.938,0.305509,-595.548,0.305509,-630.977,0.305509,-674.942,0.305509,-718.048,0.305509,-753.334,0.305509,-780.418,0.305509,-802.496,0.305509,-819.901
0.304493,-543.382,0.304493,-575.426,0.304493,-602.462,0.304493,-637.748,0.304493,-681.236,0.304493,-723.627,0.304493,-759.008,0.304493,-787.333,0.304493,-808.79,0.304493,-826.767
0.303555,-550.439,0.303555,-582.769,0.303555,-610.521,0.303555,-643.899,0.303555,-686.624,0.303555,-729.778,0.303555,-765.732,0.303555,-793.436,0.303555,-815.943,0.303555,-833.634
0.30254,-557.639,0.30254,-591.161,0.30254,-617.578,0.30254,-651.1,0.30254,-693.062,0.30254,-735.405,0.30254,-771.502,0.30254,-800.302,0.30254,-822.333,0.30254,-840.405
0.301524,-564.125,0.301524,-598.409,0.301524,-625.78,0.301524,-657.489,0.301524,-698.545,0.301524,-741.508,0.301524,-777.987,0.301524,-806.454,0.301524,-829.39,0.301524,-847.319
0.300587,-570.753,0.300587,-606.563,0.300587,-632.932,0.300587,-664.833,0.300587,-705.078,0.300587,-747.087,0.300587,-783.709,0.300587,-813.368,0.300587,-835.732,0.300587,-854.233
0.299571,-576.618,0.299571,-613.859,0.299571,-641.277,0.299571,-671.365,0.299571,-710.753,0.299571,-753.334,0.299571,-790.337,0.299571,-819.472,0.299571,-842.837,0.299571,-861.195
0.298556,-582.626,0.298556,-621.87,0.298556,-648.525,0.298556,-678.899,0.298556,-717.524,0.298556,-759.056,0.298556,-796.059,0.298556,-826.434,0.298556,-849.37,0.298556,-868.157
0.297618,-587.776,0.297618,-628.736,0.297618,-656.774,0.297618,-685.718,0.297618,-723.198,0.297618,-765.35,0.297618,-802.687,0.297618,-832.442,0.297618,-856.379,0.297618,-875.071
0.296603,-593.069,0.296603,-636.413,0.296603,-664.07,0.296603,-693.443,0.296603,-730.255,0.296603,-771.025,0.296603,-808.504,0.296603,-839.451,0.296603,-862.864,0.296603,-882.081
0.295588,-597.551,0.295588,-642.993,0.295588,-672.462,0.295588,-700.453,0.295588,-736.359,0.295588,-777.414,0.295588,-815.037,0.295588,-845.555,0.295588,-869.969,0.295588,-889.042
0.294649,-602.272,0.294649,-650.241,0.294649,-679.615,0.294649,-708.273,0.294649,-743.416,0.294649,-783.136,0.294649,-820.855,0.294649,-852.469,0.294649,-876.502,0.294649,-896.052
0.293634,-606.086,0.293634,-656.345,0.293634,-687.864,0.293634,-715.473,0.293634,-749.662,0.293634,-789.621,0.293634,-827.483,0.293634,-858.477,0.293634,-883.702,0.293634,-903.157
0.292619,-610.092,0.292619,-663.021,0.292619,-694.922,0.292619,-723.579,0.292619,-757.101,0.292619,-795.582,0.292619,-833.443,0.292619,-865.63,0.292619,-890.234,0.292619,-910.405
0.291603,-613.143,0.291603,-668.552,0.291603,-702.932,0.291603,-730.827,0.291603,-763.491,0.291603,-802.067,0.291603,-839.976,0.291603,-871.59,0.291603,-897.482,0.291603,-917.319
0.290666,-616.338,0.290666,-674.512,0.290666,-709.703,0.290666,-738.934,0.290666,-770.977,0.290666,-808.123,0.290666,-845.841,0.290666,-878.743,0.290666,-903.967,0.290666,-924.519
0.28965,-618.484,0.28965,-679.519,0.28965,-717.333,0.28965,-746.182,0.28965,-777.748,0.28965,-814.99,0.28965,-852.517,0.28965,-884.703,0.28965,-911.311,0.28965,-931.529
0.288634,-621.011,0.288634,-684.955,0.288634,-723.865,0.288634,-754.24,0.288634,-785.425,0.288634,-821.188,0.288634,-858.62,0.288634,-891.665,0.288634,-917.605,0.288634,-938.729
0.287697,-622.299,0.287697,-689.295,0.287697,-731.066,0.287697,-761.345,0.287697,-792.244,0.287697,-828.055,0.287697,-865.105,0.287697,-897.721,0.287697,-924.805,0.287697,-945.596
0.286681,-623.872,0.286681,-694.016,0.286681,-737.074,0.286681,-769.356,0.286681,-799.969,0.286681,-834.349,0.286681,-871.256,0.286681,-904.778,0.286681,-931.242,0.286681,-952.987
0.285666,-624.349,0.285666,-697.83,0.285666,-743.893,0.285666,-776.508,0.285666,-807.121,0.285666,-841.597,0.285666,-877.837,0.285666,-910.882,0.285666,-938.586,0.285666,-959.901
0.284728,-624.111,0.284728,-700.93,0.284728,-748.47,0.284728,-783.47,0.284728,-814.036,0.284728,-847.033,0.284728,-883.225,0.284728,-917.033,0.284728,-943.974,0.284728,-966.29
0.283712,-623.729,0.283712,-704.029,0.283712,-754.86,0.283712,-790.337,0.283712,-821.284,0.283712,-854.519,0.283712,-889.948,0.283712,-923.136,0.283712,-951.365,0.283712,-973.252
0.282697,-623.348,0.282697,-707.319,0.282697,-759.819,0.282697,-797.823,0.282697,-829.152,0.282697,-861.004,0.282697,-896.1,0.282697,-930.098,0.282697,-957.755,0.282697,-980.643
0.281681,-621.774,0.281681,-709.608,0.281681,-765.541,0.281681,-804.308,0.281681,-836.447,0.281681,-868.538,0.281681,-903.014,0.281681,-936.154,0.281681,-965.098,0.281681,-987.51
0.280744,-620.344,0.280744,-712.088,0.280744,-769.928,0.280744,-811.651,0.280744,-844.315,0.280744,-875.357,0.280744,-909.403,0.280744,-943.259,0.280744,-971.393,0.280744,-994.948
0.279728,-617.53,0.279728,-713.614,0.279728,-775.03,0.279728,-817.755,0.279728,-851.468,0.279728,-883.082,0.279728,-916.413,0.279728,-949.267,0.279728,-978.736,0.279728,-1001.77
0.278712,-614.812,0.278712,-715.044,0.278712,-778.845,0.278712,-824.479,0.278712,-859.335,0.278712,-889.901,0.278712,-922.945,0.278712,-956.563,0.278712,-985.078,0.278712,-1009.16
0.277775,-610.759,0.277775,-715.378,0.277775,-783.327,0.277775,-830.058,0.277775,-866.25,0.277775,-897.721,0.277775,-929.955,0.277775,-962.523,0.277775,-992.326,0.277775,-1015.88
0.276759,-606.706,0.276759,-715.807,0.276759,-786.474,0.276759,-836.495,0.276759,-873.831,0.276759,-904.778,0.276759,-936.678,0.276759,-969.771,0.276759,-998.62,0.276759,-1023.32
0.275743,-601.366,0.275743,-715.33,0.275743,-790.337,0.275743,-841.549,0.275743,-880.745,0.275743,-912.789,0.275743,-943.974,0.275743,-976.018,0.275743,-1005.96,0.275743,-1030.09
0.274806,-596.025,0.274806,-714.615,0.274806,-792.721,0.274806,-847.319,0.274806,-887.993,0.274806,-919.655,0.274806,-950.746,0.274806,-983.361,0.274806,-1012.26,0.274806,-1037.53
0.27379,-589.063,0.27379,-712.803,0.27379,-795.677,0.27379,-851.992,0.27379,-894.621,0.27379,-927.762,0.27379,-958.232,0.27379,-989.608,0.27379,-1019.7,0.27379,-1044.3
0.272775,-582.34,0.272775,-710.705,0.272775,-797.251,0.272775,-857.285,0.272775,-901.392,0.272775,-934.58,0.272775,-965.241,0.272775,-996.999,0.272775,-1025.99,0.272775,-1051.74
0.271837,-574.09,0.271837,-707.558,0.271837,-799.158,0.271837,-861.243,0.271837,-907.639,0.271837,-942.496,0.271837,-972.632,0.271837,-1003.25,0.271837,-1033.38,0.271837,-1058.51
0.270822,-565.937,0.270822,-704.124,0.270822,-799.969,0.270822,-865.916,0.270822,-914.124,0.270822,-949.267,0.270822,-979.88,0.270822,-1010.78,0.270822,-1039.68,0.270822,-1065.85
0.269806,-556.256,0.269806,-699.547,0.269806,-800.732,0.269806,-869.349,0.269806,-919.894,0.269806,-957.088,0.269806,-987.367,0.269806,-1017.22,0.269806,-1047.11,0.269806,-1072.58
0.26879,-546.767,0.26879,-694.54,0.26879,-800.398,0.26879,-873.354,0.26879,-925.807,0.26879,-963.811,0.26879,-994.567,0.26879,-1024.8,0.26879,-1053.5,0.26879,-1079.97
0.267853,-535.991,0.267853,-688.437,0.267853,-800.016,0.267853,-875.882,0.267853,-931.052,0.267853,-971.25,0.267853,-1002.15,0.267853,-1031.28,0.267853,-1060.9,0.267853,-1086.64
0.266837,-525.357,0.266837,-681.76,0.266837,-798.3,0.266837,-878.933,0.266837,-936.535,0.266837,-977.591,0.266837,-1009.4,0.266837,-1039.1,0.266837,-1067.14,0.266837,-1094.04
0.265821,-513.389,0.265821,-674.083,0.265821,-796.536,0.265821,-880.841,0.265821,-941.209,0.265821,-984.887,0.265821,-1016.93,0.265821,-1045.68,0.265821,-1074.82,0.265821,-1100.76
0.264884,-501.849,0.264884,-665.834,0.264884,-793.627,0.264884,-883.13,0.264884,-946.168,0.264884,-990.8,0.264884,-1024.18,0.264884,-1053.46,0.264884,-1081.26,0.264884,-1108.29
0.263868,-488.927,0.263868,-656.679,0.263868,-790.337,0.263868,-883.845,0.263868,-950.459,0.263868,-997.762,0.263868,-1031.57,0.263868,-1060.32,0.263868,-1089.08,0.263868,-1115.02
0.262853,-476.386,0.262853,-646.808,0.262853,-785.664,0.262853,-885.085,0.262853,-954.656,0.262853,-1003.2,0.262853,-1038.63,0.262853,-1068.1,0.262853,-1095.47,0.262853,-1122.41
0.261915,-462.462,0.261915,-636.079,0.261915,-780.752,0.261915,-884.703,0.261915,-958.232,0.261915,-1009.59,0.261915,-1045.83,0.261915,-1074.96,0.261915,-1103.24,0.261915,-1129.08
0.2609,-449.206,0.2609,-624.826,0.2609,-774.363,0.2609,-884.608,0.2609,-961.713,0.2609,-1014.69,0.2609,-1052.93,0.2609,-1082.93,0.2609,-1109.87,0.2609,-1136.66
0.259884,-434.805,0.259884,-613.048,0.259884,-767.734,0.259884,-882.939,0.259884,-964.479,0.259884,-1020.7,0.259884,-1059.85,0.259884,-1089.84,0.259884,-1117.69,0.259884,-1143.39
0.258868,-421.072,0.258868,-600.603,0.258868,-759.581,0.258868,-881.461,0.258868,-967.292,0.258868,-1025.32,0.258868,-1066.47,0.258868,-1097.71,0.258868,-1124.31,0.258868,-1150.97
0.257931,-405.432,0.257931,-586.727,0.257931,-750.187,0.257931,-877.312,0.257931,-968.198,0.257931,-1029.76,0.257931,-1072.1,0.257931,-1103.52,0.257931,-1131.32,0.257931,-1156.84
0.256915,-391.556,0.256915,-573.232,0.256915,-740.269,0.256915,-874.451,0.256915,-969.914,0.256915,-1033.91,0.256915,-1078.59,0.256915,-1111.34,0.256915,-1138.19,0.256915,-1164.46
0.255899,-376.631,0.255899,-559.022,0.255899,-730.112,0.255899,-869.397,0.255899,-970.725,0.255899,-1038.77,0.255899,-1084.74,0.255899,-1118.16,0.255899,-1145.96,0.255899,-1171.28
0.254962,-362.803,0.254962,-544.335,0.254962,-718.62,0.254962,-864.724,0.254962,-971.345,0.254962,-1042.2,0.254962,-1090.84,0.254962,-1125.7,0.254962,-1152.93,0.254962,-1179.1
0.253946,-348.259,0.253946,-529.124,0.253946,-706.842,0.253946,-857.905,0.253946,-970.964,0.253946,-1046.3,0.253946,-1096.47,0.253946,-1132.33,0.253946,-1160.84,0.253946,-1185.87
0.252931,-334.956,0.252931,-513.341,0.252931,-694.111,0.252931,-851.277,0.252931,-970.01,0.252931,-1048.97,0.252931,-1102.14,0.252931,-1139.72,0.252931,-1167.71,0.252931,-1193.74
0.251993,-320.984,0.251993,-496.938,0.251993,-681.093,0.251993,-842.408,0.251993,-968.198,0.251993,-1052.36,0.251993,-1107.24,0.251993,-1146.01,0.251993,-1175.67,0.251993,-1200.61
0.250978,-308.586,0.250978,-480.058,0.250978,-667.312,0.250978,-833.825,0.250978,-965.766,0.250978,-1054.12,0.250978,-1112.39,0.250978,-1153.07,0.250978,-1182.49,0.250978,-1208.48
0.249962,-295.425,0.249962,-462.796,0.249962,-653.388,0.249962,-823,0.249962,-962.19,0.249962,-1056.32,0.249962,-1117.16,0.249962,-1158.98,0.249962,-1190.17,0.249962,-1215.34
0.249024,-284.077,0.249024,-445.01,0.249024,-638.559,0.249024,-812.271,0.249024,-958.041,0.249024,-1057.08,0.249024,-1121.69,0.249024,-1165.61,0.249024,-1196.94,0.249024,-1223.35
0.248009,-271.917,0.248009,-427.128,0.248009,-623.586,0.248009,-799.54,0.248009,-952.558,0.248009,-1057.99,0.248009,-1125.51,0.248009,-1171.24,0.248009,-1204.47,0.248009,-1230.13
0.246993,-261.475,0.246993,-408.865,0.246993,-607.994,0.246993,-787.237,0.246993,-946.263,0.246993,-1057.41,0.246993,-1129.46,0.246993,-1177.39,0.246993,-1210.96,0.246993,-1238.09
0.245977,-250.46,0.245977,-390.65,0.245977,-592.02,0.245977,-773.123,0.245977,-938.968,0.245977,-1057.13,0.245977,-1132.66,0.245977,-1182.68,0.245977,-1218.35,0.245977,-1245
0.24504,-241.114,0.24504,-372.292,0.24504,-575.092,0.24504,-759.533,0.24504,-930.623,0.24504,-1054.98,0.24504,-1135.81,0.24504,-1188.35,0.24504,-1224.59,0.24504,-1252.87
0.244024,-231.1,0.244024,-354.458,0.244024,-557.83,0.244024,-744.465,0.244024,-921.134,0.244024,-1053.17,0.244024,-1138.1,0.244024,-1193.08,0.244024,-1231.7,0.244024,-1259.74
0.243009,-222.708,0.243009,-336.434,0.243009,-539.71,0.243009,-729.874,0.243009,-910.452,0.243009,-1049.26,0.243009,-1140.29,0.243009,-1198.27,0.243009,-1237.56,0.243009,-1267.46
0.242071,-213.648,0.242071,-319.458,0.242071,-521.066,0.242071,-714.138,0.242071,-898.674,0.242071,-1045.4,0.242071,-1141.24,0.242071,-1202.47,0.242071,-1244.19,0.242071,-1274.09
0.241055,-206.257,0.241055,-302.578,0.241055,-501.658,0.241055,-699.022,0.241055,-885.943,0.241055,-1039.77,0.241055,-1142.24,0.241055,-1206.9,0.241055,-1249.82,0.241055,-1281.67
0.24004,-197.957,0.24004,-286.795,0.24004,-482.013,0.24004,-682.714,0.24004,-872.305,0.24004,-1033.86,0.24004,-1141.91,0.24004,-1210.38,0.24004,-1256.11,0.24004,-1288.06
0.239102,-191.463,0.239102,-271.536,0.239102,-461.699,0.239102,-666.931,0.239102,-857.714,0.239102,-1025.9,0.239102,-1141.43,0.239102,-1214.15,0.239102,-1261.26,0.239102,-1295.45
0.238087,-184.091,0.238087,-257.517,0.238087,-441.148,0.238087,-649.812,0.238087,-842.598,0.238087,-1017.79,0.238087,-1139.57,0.238087,-1216.77,0.238087,-1266.98,0.238087,-1301.46
0.237071,-178.359,0.237071,-243.927,0.237071,-420.405,0.237071,-632.98,0.237071,-826.863,0.237071,-1007.63,0.237071,-1137.48,0.237071,-1219.59,0.237071,-1271.71,0.237071,-1308.61
0.236055,-171.831,0.236055,-231.577,0.236055,-399.376,0.236055,-614.812,0.236055,-810.888,0.236055,-997.094,0.236055,-1133.85,0.236055,-1221.3,0.236055,-1276.9,0.236055,-1314.38
0.235118,-166.748,0.235118,-219.704,0.235118,-378.3,0.235118,-596.549,0.235118,-794.485,0.235118,-984.553,0.235118,-1129.85,0.235118,-1222.88,0.235118,-1281.05,0.235118,-1321.11
0.234102,-160.983,0.234102,-208.975,0.234102,-357.272,0.234102,-576.761,0.234102,-778.225,0.234102,-971.726,0.234102,-1124.17,0.234102,-1223.4,0.234102,-1285.58,0.234102,-1326.59
0.233087,-156.429,0.233087,-198.58,0.233087,-336.625,0.233087,-556.876,0.233087,-761.583,0.233087,-956.992,0.233087,-1117.97,0.233087,-1223.59,0.233087,-1289.06,0.233087,-1332.98
0.232149,-151.103,0.232149,-189.265,0.232149,-316.454,0.232149,-535.609,0.232149,-745.037,0.232149,-941.972,0.232149,-1110.01,0.232149,-1222.54,0.232149,-1292.64,0.232149,-1337.84
0.231133,-146.525,0.231133,-179.547,0.231133,-296.474,0.231133,-513.77,0.231133,-727.156,0.231133,-924.662,0.231133,-1100.57,0.231133,-1220.3,0.231133,-1294.4,0.231133,-1342.95
0.230118,-142.057,0.230118,-171.912,0.230118,-278.307,0.230118,-491.788,0.230118,-710.323,0.230118,-908.259,0.230118,-1090.32,0.230118,-1217.44,0.230118,-1297.07,0.230118,-1347.33
0.22918,-138.51,0.22918,-164.169,0.22918,-261.236,0.22918,-469.806,0.22918,-692.585,0.22918,-890.759,0.22918,-1079.25,0.22918,-1214.1,0.22918,-1298.55,0.22918,-1352.48
0.228165,-134.337,0.228165,-157.45,0.228165,-245.405,0.228165,-446.965,0.228165,-674.942,0.228165,-873.593,0.228165,-1066.38,0.228165,-1209.38,0.228165,-1300.03,0.228165,-1356.34
0.227149,-131.166,0.227149,-150.602,0.227149,-230.576,0.227149,-424.601,0.227149,-656.059,0.227149,-855.664,0.227149,-1052.93,0.227149,-1203.8,0.227149,-1300.22,0.227149,-1360.92
0.226212,-127.433,0.226212,-144.919,0.226212,-216.89,0.226212,-401.236,0.226212,-636.89,0.226212,-838.307,0.226212,-1037.53,0.226212,-1196.89,0.226212,-1300.32,0.226212,-1364.07
0.225196,-124.639,0.225196,-138.977,0.225196,-204.493,0.225196,-378.396,0.225196,-616.243,0.225196,-820.378,0.225196,-1021.79,0.225196,-1188.97,0.225196,-1298.98,0.225196,-1367.79
0.22418,-121.191,0.22418,-134.032,0.22418,-192.905,0.22418,-354.887,0.22418,-595.167,0.22418,-802.925,0.22418,-1004.39,0.22418,-1179.63,0.22418,-1297.41,0.22418,-1369.93
0.223165,-118.716,0.223165,-128.82,0.223165,-182.279,0.223165,-332.381,0.223165,-572.755,0.223165,-785.139,0.223165,-986.842,0.223165,-1169.28,0.223165,-1294.16,0.223165,-1372.46
0.222227,-115.579,0.222227,-124.639,0.222227,-172.494,0.222227,-309.921,0.222227,-549.914,0.222227,-767.639,0.222227,-968.007,0.222227,-1157.31,0.222227,-1290.45,0.222227,-1373.51
0.221211,-113.318,0.221211,-120.008,0.221211,-163.706,0.221211,-289.083,0.221211,-526.216,0.221211,-749.424,0.221211,-949.697,0.221211,-1144.29,0.221211,-1285.2,0.221211,-1374.85
0.220196,-110.467,0.220196,-116.413,0.220196,-155.495,0.220196,-269.152,0.220196,-502.755,0.220196,-731.59,0.220196,-930.384,0.220196,-1129.75,0.220196,-1279.33,0.220196,-1374.46
0.219258,-108.436,0.219258,-112.288,0.219258,-148.09,0.219258,-251.175,0.219258,-478.532,0.219258,-712.469,0.219258,-911.74,0.219258,-1113.97,0.219258,-1271.71,0.219258,-1374.13
0.218243,-105.818,0.218243,-109.246,0.218243,-140.994,0.218243,-234.009,0.218243,-454.642,0.218243,-693.396,0.218243,-892.523,0.218243,-1096.9,0.218243,-1263.31,0.218243,-1372.22
0.217227,-104.072,0.217227,-105.489,0.217227,-134.833,0.217227,-218.941,0.217227,-429.942,0.217227,-672.605,0.217227,-874.07,0.217227,-1079.02,0.217227,-1253.11,0.217227,-1370.13
0.21629,-101.655,0.21629,-102.899,0.21629,-128.801,0.21629,-204.493,0.21629,-405.671,0.21629,-651.529,0.21629,-854.996,0.21629,-1059.94,0.21629,-1242.14,0.21629,-1366.07
0.215274,-100.053,0.215274,-99.5807,0.215274,-123.666,0.215274,-192.142,0.215274,-380.446,0.215274,-628.593,0.215274,-837.019,0.215274,-1040.49,0.215274,-1229.36,0.215274,-1361.92
0.214258,-97.7544,0.214258,-97.33,0.214258,-118.492,0.214258,-180.221,0.214258,-355.889,0.214258,-605.228,0.214258,-818.232,0.214258,-1020.41,0.214258,-1215.72,0.214258,-1355.77
0.213243,-96.3143,0.213243,-94.3116,0.213243,-114.077,0.213243,-169.81,0.213243,-330.903,0.213243,-580.575,0.213243,-800.112,0.213243,-1000.19,0.213243,-1200.08,0.213243,-1349.24
0.212305,-94.2592,0.212305,-92.2707,0.212305,-109.528,0.212305,-160.034,0.212305,-307.537,0.212305,-555.732,0.212305,-781.086,0.212305,-979.88,0.212305,-1183.63,0.212305,-1340.56
0.21129,-92.8715,0.21129,-89.5813,0.21129,-105.794,0.21129,-151.628,0.21129,-284.744,0.21129,-530.269,0.21129,-762.442,0.21129,-959.662,0.21129,-1165.42,0.21129,-1331.45
0.210275,-91.0405,0.210275,-87.7884,0.210275,-101.931,0.210275,-143.483,0.210275,-264.24,0.210275,-505.235,0.210275,-742.462,0.210275,-939.778,0.210275,-1146.44,0.210275,-1320.25
0.209337,-89.7244,0.209337,-85.2707,0.209337,-98.6651,0.209337,-136.45,0.209337,-244.69,0.209337,-479.533,0.209337,-722.197,0.209337,-919.894,0.209337,-1126.08,0.209337,-1308.23
0.208322,-87.8981,0.208322,-83.7782,0.208322,-95.2033,0.208322,-129.65,0.208322,-227.81,0.208322,-454.07,0.208322,-700.262,0.208322,-900.439,0.208322,-1105.53,0.208322,-1294.26
0.207306,-86.8491,0.207306,-81.4751,0.207306,-92.5234,0.207306,-123.852,0.207306,-211.597,0.207306,-428.273,0.207306,-677.803,0.207306,-881.27,0.207306,-1084.17,0.207306,-1279.53
0.206368,-85.1611,0.206368,-80.1352,0.206368,-89.4526,0.206368,-118.144,0.206368,-197.817,0.206368,-402.285,0.206368,-653.15,0.206368,-862.196,0.206368,-1062.85,0.206368,-1262.79
0.205353,-84.1502,0.205353,-78.0132,0.205353,-87.0779,0.205353,-113.213,0.205353,-184.656,0.205353,-375.821,0.205353,-628.259,0.205353,-843.075,0.205353,-1041.15,0.205353,-1245.15
0.204337,-82.5957,0.204337,-76.8641,0.204337,-84.3552,0.204337,-108.359,0.204337,-173.405,0.204337,-349.881,0.204337,-601.795,0.204337,-823.954,0.204337,-1019.89,0.204337,-1225.6
0.2034,-81.1508,0.2034,-74.3702,0.2034,-81.7708,0.2034,-103.801,0.2034,-162.094,0.2034,-323.321,0.2034,-575.044,0.2034,-803.64,0.2034,-997.905,0.2034,-1204.71
0.202384,-79.8777,0.202384,-73.5786,0.202384,-79.4056,0.202384,-99.7571,0.202384,-153.325,0.202384,-299.049,0.202384,-548.102,0.202384,-783.804,0.202384,-977.258,0.202384,-1183.16
0.201368,-79.0766,0.201368,-71.8525,0.201368,-77.77,0.201368,-96.3525,0.201368,-144.513,0.201368,-275.97,0.201368,-522.067,0.201368,-762.728,0.201368,-956.754,0.201368,-1161.51
0.200353,-77.7748,0.200353,-71.0466,0.200353,-75.6004,0.200353,-92.7475,0.200353,-137.246,0.200353,-254.99,0.200353,-494.983,0.200353,-740.841,0.200353,-936.678,0.200353,-1138.72
0.199415,-76.969,0.199415,-69.2776,0.199415,-74.065,0.199415,-89.8102,0.199415,-129.97,0.199415,-235.678,0.199415,-468.566,0.199415,-717.237,0.199415,-916.794,0.199415,-1116.21
0.1984,-75.5957,0.1984,-68.5146,0.1984,-71.9431,0.1984,-86.6202,0.1984,-124.205,0.1984,-218.655,0.1984,-441.434,0.1984,-692.49,0.1984,-897.196,0.1984,-1093.42
0.197384,-74.9376,0.197384,-66.9029,0.197384,-70.7605,0.197384,-84.0929,0.197384,-118.087,0.197384,-203.157,0.197384,-415.064,0.197384,-666.263,0.197384,-877.694,0.197384,-1071.34
0.196446,-73.7265,0.196446,-66.3068,0.196446,-68.7387,0.196446,-81.3702,0.196446,-113.209,0.196446,-189.425,0.196446,-387.312,0.196446,-639.274,0.196446,-858,0.196446,-1048.93
0.195431,-73.0923,0.195431,-64.7953,0.195431,-67.704,0.195431,-79.1243,0.195431,-108.13,0.195431,-177.169,0.195431,-360.562,0.195431,-611.427,0.195431,-837.925,0.195431,-1027.52
0.194415,-71.9955,0.194415,-64.1801,0.194415,-65.8205,0.194415,-76.6972,0.194415,-104.053,0.194415,-166.009,0.194415,-333.048,0.194415,-583.675,0.194415,-817.183,0.194415,-1005.87
0.193478,-71.3089,0.193478,-62.6972,0.193478,-64.9288,0.193478,-74.6801,0.193478,-99.5473,0.193478,-156.158,0.193478,-307.585,0.193478,-555.732,0.193478,-795.486,0.193478,-985.269
0.192462,-70.2265,0.192462,-62.2251,0.192462,-63.2789,0.192462,-72.6297,0.192462,-96.2523,0.192462,-147.403,0.192462,-282.408,0.192462,-528.123,0.192462,-772.551,0.192462,-964.574
0.191446,-69.64,0.191446,-60.828,0.191446,-62.4254,0.191446,-70.7605,0.191446,-92.3184,0.191446,-139.435,0.191446,-260.616,0.191446,-500.18,0.191446,-748.184,0.191446,-944.642
0.190509,-68.6672,0.190509,-60.5037,0.190509,-60.828,0.190509,-68.8389,0.190509,-89.5813,0.190509,-132.258,0.190509,-239.779,0.190509,-472.714,0.190509,-722.006,0.190509,-924.328
0.189493,-67.9996,0.189493,-59.0541,0.189493,-60.0269,0.189493,-67.2271,0.189493,-86.0718,0.189493,-125.74,0.189493,-222.231,0.189493,-444.629,0.189493,-694.635,0.189493,-904.444
0.188478,-67.0698,0.188478,-58.7585,0.188478,-58.5582,0.188478,-65.6297,0.188478,-83.7544,0.188478,-119.77,0.188478,-205.542,0.188478,-417.258,0.188478,-666.12,0.188478,-883.797
0.187462,-66.5786,0.187462,-57.4996,0.187462,-58.0575,0.187462,-64.1134,0.187462,-80.6644,0.187462,-114.434,0.187462,-191.809,0.187462,-389.172,0.187462,-637.224,0.187462,-863.15
0.186524,-65.6917,0.186524,-57.2183,0.186524,-56.6032,0.186524,-62.6161,0.186524,-78.7809,0.186524,-109.461,0.186524,-178.648,0.186524,-361.42,0.186524,-607.994,0.186524,-841.216
0.185509,-65.129,0.185509,-55.9594,0.185509,-56.0071,0.185509,-61.3048,0.185509,-76.0105,0.185509,-105.155,0.185509,-167.792,0.185509,-333.287,0.185509,-579.05,0.185509,-818.614
0.184493,-64.2755,0.184493,-55.6972,0.184493,-54.7101,0.184493,-59.9411,0.184493,-74.3368,0.184493,-100.873,0.184493,-157.221,0.184493,-306.583,0.184493,-549.914,0.184493,-793.818
0.183556,-63.7414,0.183556,-54.5718,0.183556,-54.2285,0.183556,-58.7251,0.183556,-71.7714,0.183556,-97.1536,0.183556,-148.695,0.183556,-281.263,0.183556,-521.304,0.183556,-767.925
0.18254,-62.9213,0.18254,-54.3143,0.18254,-52.9649,0.18254,-57.5092,0.18254,-70.3648,0.18254,-93.5534,0.18254,-140.193,0.18254,-258.757,0.18254,-492.694,0.18254,-739.935
0.181524,-62.4969,0.181524,-53.2891,0.181524,-52.5929,0.181524,-56.4554,0.181524,-68.176,0.181524,-90.4587,0.181524,-133.522,0.181524,-238.062,0.181524,-464.608,0.181524,-710.991
0.180587,-61.8293,0.180587,-53.0793,0.180587,-51.3865,0.180587,-55.3205,0.180587,-66.8266,0.180587,-87.3021,0.180587,-126.465,0.180587,-220.228,0.180587,-436.236,0.180587,-680.854
0.179571,-61.1761,0.179571,-52.0017,0.179571,-51.0098,0.179571,-54.1665,0.179571,-64.738,0.179571,-84.5889,0.179571,-121.058,0.179571,-203.92,0.179571,-408.15,0.179571,-650.623
0.178555,-60.6182,0.178555,-51.7966,0.178555,-49.8702,0.178555,-53.2701,0.178555,-63.7271,0.178555,-81.8327,0.178555,-115.164,0.178555,-190.14,0.178555,-379.349,0.178555,-620.058
0.17754,-60.1032,0.17754,-50.7667,0.17754,-49.6127,0.17754,-52.2782,0.17754,-61.8579,0.17754,-79.5868,0.17754,-110.782,0.17754,-177.408,0.17754,-350.739,0.17754,-590.065
